dates,HEDG,HEDG_CVARB,HEDG_DEDSH,HEDG_EMMKT,HEDG_EQNTR,HEDG_EVDRV,HEDG_DISTR,HEDG_MSEVD,HEDG_MRARB,HEDG_FIARB,HEDG_GLMAC,HEDG_LOSHO,HEDG_MGFUT,HEDG_MULTI,SECT,SECT_CVARB,SECT_DEDSH,SECT_EMMKT,SECT_EQNTR,SECT_EVDRV,SECT_FIARB,SECT_GLMAC,SECT_LOSHO,SECT_MGFUT,SECT_MULTI
9/30/2001,236.01,226.04,104.37,129.05,235.84,236.98,269.91,218.97,210.24,166.64,276.79,268.76,151.97,200.87,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/31/2001,237.05,228.55,99.18,131.87,237.54,240.19,276.26,220.94,210.22,169.22,280.05,266.62,157.13,202.17,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/30/2001,238.33,230.17,93.78,137.09,239.49,242.22,278.35,222.94,211.93,168.76,279.02,269.56,143.58,202.93,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
12/31/2001,241.17,230.9,90.94,143.7,239.3,244.81,282.86,224.67,213.36,169.15,285.92,272.91,146.66,202.45,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/31/2002,242.47,233.48,91.87,147.66,239.58,247.71,287.32,227.1,213.97,170.9,293.46,271.27,144.8,202.39,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/28/2002,241.11,226.13,94.56,151.93,239.65,246.87,285.52,227.01,211.35,172.39,295,268.59,141.33,201.84,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/31/2002,242.89,226.08,89.4,157.93,241.57,249.8,289.02,229.7,213.47,173.48,294.43,271.04,140.05,203.25,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/30/2002,244.82,228.82,91.23,158.12,242.84,251.64,291.58,231.14,215.35,175.82,299.43,272.69,137.79,204.87,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/31/2002,246.47,229.35,92.32,156.96,245.97,251.93,292.12,231.34,215.42,178.36,301.77,274.87,142.63,206.61,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/30/2002,244.39,228.59,99.36,151.07,247.25,244.56,281.06,225.27,212.91,179.52,306.06,271.41,154.94,206.79,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/31/2002,241.1,225.04,103.74,149.27,251.79,236.97,269.06,219.89,207.09,181.46,312.64,263.39,164.42,204.82,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/31/2002,243.14,226.38,102.1,151.15,253.22,237.61,269.82,220.86,204.55,183.7,316.46,266.04,169.94,206.53,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/30/2002,243.33,229.48,110.37,148.16,253.14,237.14,269.15,220.59,203.41,181.61,318.85,264.79,176.92,208.27,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/31/2002,243.23,231.85,109.64,151.69,254.17,236.72,267.21,220.8,204.47,177.49,321.13,265.01,168.02,210.36,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/30/2002,245.89,236.31,103.18,155.09,254.95,242.8,277.65,225.32,204.9,176.55,325.07,266.53,164.51,214.07,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
12/31/2002,248.51,240.24,107.44,154.27,257.05,245.2,280.9,227.42,205.98,178.88,327.84,268.55,173.55,215.23,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/31/2003,251.68,247.49,104.51,153.58,257.84,250.76,289.66,231.92,205.17,181.14,334.49,268.36,184.08,218.39,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/28/2003,253.38,250.94,102.7,155.15,257.69,252.34,292.24,233.37,203.71,182.94,340.76,267.79,195.92,218.62,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/31/2003,254.04,253.32,103.96,156.7,259.73,254.88,295.73,235.82,203.16,183.7,338.52,268.93,183.97,220.28,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/30/2003,259.01,256.92,97.35,162.79,260.78,261.29,305.39,240.61,206.24,186,345.82,275.48,186.52,223.69,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/31/2003,266.04,261.45,92.04,170.95,263.97,267.43,312.33,246.32,211.51,188.38,356.07,285.62,196.11,228.08,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/30/2003,268.25,259.82,86.51,174.41,265.19,272.25,320.53,249.47,213.1,189.02,361.89,287.87,191.78,230.6,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/31/2003,268.47,258.92,84.73,175.38,266.99,274.83,324.18,251.48,214.13,187.17,361.51,288.65,186.51,231.39,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/31/2003,270.51,256.56,83.51,180.61,267.15,277.19,327.49,253.08,216.61,187.56,366.22,291.64,188.48,233.09,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/30/2003,274.61,261.62,83.16,185.4,269.97,282.18,334.74,256.81,218.67,189.73,377.36,295.18,185.46,237.01,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/31/2003,278.39,266,76.87,189.58,271.78,286.51,341.36,259.63,221.31,190.6,377.7,302.43,186.9,239.87,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/30/2003,281.39,269.33,75.42,191.8,272.69,289.98,345.49,263.11,222.25,191.6,379.77,307.56,187.9,241.99,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
12/31/2003,286.89,271.22,72.42,198.63,275.23,294.29,351.45,266.51,224.47,193.14,386.82,314.93,198.08,247.61,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/31/2004,291.78,275.06,71.17,203.66,277.48,300.64,359.94,271.86,226.33,195.51,392.42,321.22,200.23,251.58,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/29/2004,295.86,275.85,71.41,206.5,279.66,303.49,363.13,274.71,227.46,197.21,397.08,326.84,214.02,252.56,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/31/2004,296.7,277,69.58,210.27,279.34,304.86,365.26,275.5,229.11,196.25,400.95,327.5,212.17,253.59,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/30/2004,294.97,278.27,72.52,203.31,278.38,306.43,367.68,276.79,227.78,198.88,401.52,322.9,198.47,254.39,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/31/2004,294.29,274.58,73.07,199.64,278.96,306.72,368.62,276.55,228.78,200.14,401.71,321.73,196.39,254.06,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/30/2004,295.3,272.5,72.16,201.38,281.3,309.67,372.52,279.13,229.35,201.56,403.65,323.84,190.82,254.28,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/31/2004,294.38,271.96,78.02,201.1,282.18,309.68,374.46,278.19,225.86,202.98,406.98,319.24,187.1,253.54,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/31/2004,294.78,272.72,79.01,204.79,288.2,311.08,376.56,279.24,226.26,202.15,403.91,319.52,184.23,254.57,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/30/2004,297.77,272.53,77.5,209.57,289.75,315.02,381.21,283,227.69,200.57,401.95,327.06,187.85,256.02,100,100,100,100,100,100,100,100,100,100,100
10/31/2004,301.59,271.75,76.12,214.59,289.83,318.92,388.29,285.08,229.79,202.85,406.86,331.78,196.91,257.53,101.05,99.58,98.37,102.51,100.1,101.18,100.61,100.08,101.29,105.37,100.44
11/30/2004,309.58,274.68,70.25,220.36,290.58,329.36,398.66,296.15,233.63,205.13,416.69,342.53,208.39,262.96,103.07,100.24,90.89,104.71,100.48,104.2,101.27,101.34,103.58,110.18,102.35
12/31/2004,314.55,276.58,66.83,223.43,293.07,336.86,406.33,303.92,236.71,206.38,419.68,351.35,209.9,266.26,104.35,100.76,86.35,106.15,100.81,106.13,101.43,101.18,106.08,110.6,103.5
1/31/2005,313.49,274.38,71.48,225.95,294.11,337.54,408.55,303.7,236.49,206.57,422.59,348.4,198.58,266.28,103.83,100.04,91.19,106.71,101.53,105.54,101.76,101.66,105.82,104.28,102.88
2/28/2005,317.98,273.54,73.91,233.52,297.1,342.9,414.87,308.8,237.57,208.45,428.49,355.48,198.73,268.97,104.97,99.95,93.98,110.8,102.01,106.69,102.4,102.52,107.9,103.56,103.54
3/31/2005,317.49,269.07,76.47,229.14,298.37,344.87,417.57,310.46,237.79,209.02,430.69,351.43,199.47,269.29,104.63,98.68,96.79,107.81,101.94,107.06,102.9,102.06,107.07,103.45,103.59
4/30/2005,314.2,260.64,80.73,229.79,297.72,342.66,417.32,306.99,236.5,207.7,429.62,345.99,192.59,266.34,103.33,96.46,100.86,107.2,101.88,105.83,102.18,101.67,105.1,100.38,102.41
5/31/2005,314.66,256.59,75.96,231.34,296.7,344.56,417.88,309.73,237.26,205.13,429.91,347.74,199.57,263.86,103.82,95.7,95.74,106.86,101.99,106.01,101.26,101.76,106.8,103.97,102.11
6/30/2005,318.77,259.05,75.8,235.98,297.33,349,422.95,314.01,239.13,204.07,432.15,354.38,207.99,266.98,105.02,96.77,95.02,110.22,102.17,107.06,100.31,101.78,108.72,107.71,103.39
7/31/2005,324.9,263.48,74.54,241.4,298.3,356.91,429.91,322.95,240.22,206.11,436.65,363.86,209.61,273.01,106.51,98.17,92.82,113.31,102.5,109.02,101.03,101.69,110.92,108.09,105.52
8/31/2005,327.77,265.37,76.39,246.93,300.87,359.95,434.2,325.4,241.67,207.16,439.74,367.95,207.78,275.86,107.29,98.68,94.57,115.98,102.96,110.27,101.18,100.95,112.32,107.39,106.52
9/30/2005,333.1,268.3,78.68,257.11,303.57,363.81,439.6,328.66,242.22,207.4,450.41,375.39,210.64,280.31,109.01,99.7,96.36,123.37,103.25,110.93,101.84,102.75,115.08,108.84,107.82
10/31/2005,328.25,268.12,80.76,249.96,306.1,357.2,439.16,318.47,239.5,207.95,446.53,366.8,206.5,277.42,107.47,99.36,99.22,117.07,103.7,109.55,102.23,100.72,111.95,110.07,107.09
11/30/2005,333.11,266.96,79.75,256.03,306.64,361.76,446.31,321.74,241.93,206.74,451.35,374.95,215.11,281.02,108.52,98.88,96.05,120.2,104.31,110.61,101.71,100.72,113.97,113.68,107.58
12/31/2005,338.48,269.53,78.19,262.28,311.05,367.02,454.05,325.84,243.99,207.68,458.5,385.37,209.66,286.33,109.79,99.23,94.94,123.39,105.06,111.93,102.04,101.37,116.52,110.03,109.56
1/31/2006,349.4,276.95,75.86,277.4,315.41,377.73,465.48,336.65,247.96,210.63,473.94,401.47,215.35,294.23,112.69,101.7,91.28,131.84,106.48,114.81,102.96,103.01,121.22,110.17,112.19
2/28/2006,350.58,280.22,76.16,281.73,316.99,379.02,466.45,338.09,249.39,210.75,479.76,402.03,209.71,296.26,113.07,102.94,91.75,135.42,106.76,114.93,102.91,103.33,121.6,108.43,113.02
3/31/2006,356.97,284.38,73.63,285.6,322.11,384.69,474.53,342.65,251.81,211.95,484.86,411.88,218.27,302.34,114.91,104.33,89.34,137.65,108.06,116.69,103.61,102.95,124.74,111.89,115.2
4/30/2006,364.88,286.51,73.08,296.51,328.61,391.41,481.74,349.55,252.57,216.3,498.74,421.51,224.64,307.12,116.86,104.97,88.85,143.06,109.33,118.6,105.2,104.9,126.42,115.83,116.7
5/31/2006,360.14,288.69,77.02,281.64,331.3,391.07,483.62,348.03,252.2,218.05,495.75,409.55,218.57,306.78,115.45,105.37,93.5,137.9,109.42,118.67,105.55,103.96,122.18,114.29,116.67
6/30/2006,359.76,289.7,80.99,281.24,332.21,393.99,487.28,350.74,252.71,219.41,497.91,405.41,214.12,306.79,115.27,105.44,96.38,137.59,109.5,119.43,106.48,103.4,120.97,112.03,117.04
7/31/2006,360.79,291.98,83.33,286.84,336.39,394.14,486.84,351.11,253.87,219.94,504.7,405.21,208.92,307.37,115.29,106.07,99.22,139.59,110.65,119.95,106.4,103.03,120.67,109.04,117.22
8/31/2006,363.87,294.93,82.73,290.91,337.42,398.28,492.44,354.72,254.77,219.89,500.8,411.45,211.82,309.16,116.19,107.27,98.12,141,110.61,121.12,105.77,101.6,123.02,110.88,117.92
9/30/2006,364.34,298.32,80.16,289.61,338.11,400.65,494.91,357.16,255.32,219.85,500.88,411.8,209.38,310.16,116.2,108.23,95.64,139.34,110.64,121.88,105.4,100.41,123.17,110.66,118.33
10/31/2006,370.79,300.36,76.75,297.9,339.42,409.57,508.04,364.6,254.9,221.48,506.3,420.83,213,315.14,117.87,109.18,90.66,143.62,110.8,124.31,106.16,100.05,125.46,111.68,120.19
11/30/2006,378.47,303.55,72.56,307.29,342.72,418.12,516.11,373.3,262.58,224.06,513.57,431.79,217.73,322.25,119.91,110.11,88.29,147.51,111.11,127,106.45,101.07,127.94,114.42,122.18
12/31/2006,385.41,308.06,73.02,316.03,345.74,424.74,524.79,379.22,263.87,225.67,520.55,440.78,226.54,327.96,121.96,111.41,89.03,153.84,111.41,128.69,107.79,102.65,130.22,116.57,124.16
1/31/2007,390.53,311.75,74.11,316.29,347.85,433.5,533.76,388.44,264.4,225.95,527.26,445.86,231.67,333.53,123.56,112.35,89.82,152.69,111.88,131.96,108.13,103.13,131.91,118.46,126.39
2/28/2007,393.42,315.36,74.68,319.87,349.47,440.22,540.23,395.49,267.44,228.69,529.87,449.02,221.53,337.53,124.15,113.55,90.75,153.87,112.24,133.66,109.11,103.94,132.2,113.35,127.6
3/31/2007,398.28,317.5,74.22,326.14,355.24,445.79,547.11,400.47,270.9,230.74,536.26,457.41,215.9,340.3,125.57,114.02,89.93,155.28,113.7,135.4,109.45,105.11,135.07,109.7,128.54
4/30/2007,406.33,319.29,72.19,333.44,358.84,452.55,555.68,406.22,276.73,233.05,545.43,470.69,224.57,346.06,127.64,114.15,86.92,157.65,114.56,137.78,109.46,106.6,137.84,114.53,130.35
5/31/2007,415.71,323.1,70.6,339.19,361.53,467.21,567.24,423.72,276.84,233.62,555.18,481.56,236.1,353.99,129.72,115.45,84.33,159.52,115.3,141.53,106.09,107.39,140.62,120,132.38
6/30/2007,418.95,323.99,71.45,345.4,363.56,470.61,572.64,426.31,276.83,234.12,561.93,483.56,243.25,355.29,129.8,115.25,85.42,162.19,115.71,141.11,99.46,108.36,141.15,123.62,132.71
7/31/2007,418.93,320.38,76.55,354.22,365.03,475.16,571.24,433.99,278.01,229.52,567.32,480.24,231.6,354.38,129.4,113.06,90.92,167.75,115.81,140.86,100.29,109.04,139.27,118.92,132.49
8/31/2007,412.52,316.91,75.68,345.83,363.6,466.24,561.35,425.17,276.2,227.53,563.82,473.62,220.93,349.43,127.2,111.41,90.29,162.71,115.04,137.97,99.87,107.15,137.42,114.2,130.89
9/30/2007,423.68,323.14,71.94,362.34,368.34,473.7,567.75,432.89,285.08,231.74,586.95,489.3,232.27,355.63,130.19,113.49,86.48,172.07,116.35,139.95,101.37,109.21,141.3,119.51,133.2
10/31/2007,437.08,330.17,70.15,382.21,373.87,487.47,575.78,449.51,291.15,234.41,602.89,507.57,241.69,366.37,133.87,114.99,83.97,180.79,118,143.25,102.94,111.98,145.88,124.87,137.04
11/30/2007,431.81,325.28,77.38,375.13,375.97,479.29,568.28,440.8,288.83,233.82,601.87,498.88,239.39,362.21,132.3,112.51,92.09,176.72,117.04,140.74,104.23,113.05,143.23,124.35,134.81
12/31/2007,433.82,323.98,77.43,380.07,377.78,480.8,568.63,443.01,287.01,234.31,610.92,500.98,240.16,361.1,132.56,110.62,92.71,178.81,116.84,140.75,104.52,116.48,142.9,124.04,133.27
1/31/2008,427.4,322.26,81.83,369.91,380.4,469.06,558.96,429.98,286.73,234.97,638.05,480.67,250.08,354.58,130.11,109.69,97.53,169.26,115.3,137.63,105.41,123.02,135.35,129.12,130.38
2/29/2008,434.26,318.09,81.1,376.5,384.46,473.03,559.91,435.41,290.35,233.43,664.25,490.55,266.61,353.64,131.24,105.92,97.14,171.97,115.77,139.5,105.1,125.05,136.46,136.06,128.34
3/31/2008,425.1,299.22,85.04,364.09,384.5,464.91,554.07,425.78,295.04,218.43,652.97,480.43,265.19,346.94,128.08,97.38,101.36,163.68,114.52,137.32,103.01,120.23,133.44,135.66,125.23
4/30/2008,427.53,302.53,78.83,364.71,385.71,467.28,555.41,428.67,297.64,222.95,642.6,491,259.49,349.23,129.57,98.01,93.14,166.06,113.59,138.9,104.13,120.17,137.25,131.12,126.06
5/31/2008,436.07,307.08,79.51,372.5,389.96,476.12,563.74,438.08,297.11,225.76,654.18,505.31,263.22,353.43,132.03,99.75,94.11,168.85,113.82,141.93,105.4,123.02,140.25,133.55,127.75
6/30/2008,436.05,305.96,86.68,366.58,392.1,475.4,560.88,438.47,296.74,224.7,667.27,498.59,275.84,353.61,130.06,98.74,102.11,163.54,114.33,140.58,104.35,125.49,134.53,139.04,126.3
7/31/2008,424.68,299.4,89.26,356.17,391.87,463.36,546.34,427.38,295.57,223.86,649.67,481.48,264.25,344.89,126.25,96.52,106.41,156.9,114.14,135.57,103.45,121.34,130.63,132.75,122.93
8/31/2008,418.43,297.41,85.24,341.94,389.57,462.64,545.97,426.53,292.13,222.3,640.79,471.3,257.7,340.54,123.96,95.72,101.75,151.93,112.42,134.7,101.86,115.79,127.91,129.84,122.49
9/30/2008,391.02,260.96,80.06,311.39,384.09,436.03,517.69,400.2,281.93,207.19,598.28,434.47,256.24,315.52,113.37,78.34,85.53,134.51,111.25,123.64,93.44,104.98,115.59,131.37,111.96
10/31/2008,366.39,228.1,87.79,268.95,377.08,413.85,488.38,381.13,273.31,178.11,567.56,403.48,268.96,293.63,101.52,62.53,91.17,106.73,102.34,117.77,74.36,90.52,103.49,140.81,96.92
11/30/2008,351.2,223.82,90.46,263.92,224.54,400.56,463.96,372.86,273.26,168.13,576.3,397.78,277.61,280.04,98.19,60.17,92.92,101.33,90.05,114.46,65.78,87.75,102.6,145.2,92.26
12/31/2008,351.08,221.62,88.94,264.49,225.47,395.52,452.18,371.03,277.63,166.79,582.69,401.98,284.19,275.79,97.57,61.03,91.3,96.83,90.16,111.91,64.98,88.58,104.58,148.71,88
1/31/2009,354.92,234.29,92.22,264.12,228.05,398.64,451.93,375.97,278.68,167.59,596.27,401.28,282.61,285.03,97.32,63.91,92.22,94.08,88.45,112.46,63.84,90.86,102.14,147.94,90.02
2/28/2009,351.78,236.04,95.19,258.57,215.25,394.12,446.52,371.75,280.6,169.28,597.54,395.92,282.15,284.77,95.83,64.55,93.09,93.48,72.63,111.24,63.1,94.87,98.81,148.01,89.77
3/31/2009,354.08,238.73,89.98,264.36,217.61,394.76,447.05,372.35,285.22,172.23,597.7,403.27,276,285.84,96.8,65.47,90.76,98.29,76.18,111.31,63.28,94.98,100.88,144.4,89.41
4/30/2009,360.04,249.51,81.37,278.03,220.42,400.6,455.09,377.09,287.26,175.55,598.86,413.52,267.05,292.25,98.09,68.79,83.86,102.92,76.76,112.02,69.64,95.36,102.71,140.3,89.16
5/31/2009,374.66,264,80.92,297.37,228.42,417.5,473.99,393.34,292.57,183.16,607.68,435.16,269.33,304.75,101.21,72.63,82.03,110.93,78,115.83,70.15,97.09,106.41,142,91.52
6/30/2009,376.27,274.69,79.33,299.42,227.95,421.74,480.82,396.14,295.16,186.51,602.52,435,263.08,309.69,101.75,77.21,80.01,111.48,77.42,116.98,70.41,95.95,107.76,138.54,92.45
7/31/2009,385.82,290.63,73.57,310.89,232.02,431.56,491.62,405.7,298.46,193.31,613.24,448.02,261.96,318.96,103.96,80.18,75.13,113.99,77.73,120.44,71.12,96.84,111.19,138.67,93.98
8/31/2009,391.71,300.47,72.33,314.2,235.07,440.93,502.03,414.76,301.3,197.92,618.52,454.36,264.38,323.51,105.34,82.11,73.74,116.84,78.07,123.61,71.76,96.94,112.15,139.86,94.49
9/30/2009,403.62,310.19,68.52,329.73,237.33,453.69,519.01,425.21,306.11,203.4,635.64,469.03,272.24,332.76,108.02,85.01,70.44,123.9,77.76,127.78,72.88,98.76,115.06,143.46,94.85
10/31/2009,404.13,316.9,71.8,332.7,236.5,455.65,522.69,426.1,306.59,207.35,636.99,463.35,266.33,336.48,108.82,87.59,73.16,124.79,77.61,126.56,73.86,98.36,114.33,140.73,101.82
11/30/2009,412.64,319.45,69.65,337.25,236.68,465.51,533.54,435.72,309.76,210.9,659.42,472.24,279.5,339.7,111.86,93.25,82.01,126.38,77.54,130.96,74.56,102.23,115.49,146.26,105.34
12/31/2009,416.28,326.55,66.68,343.91,234.61,476.13,546.91,445,310.94,212.5,650,480.23,265.52,343.7,113.44,94.88,77.95,128.63,84.71,137.38,76.14,98.63,117.87,140.5,105.93
1/31/2010,416.98,329.73,66.86,341.28,234.84,482.88,557.97,449,312.19,216.79,656.95,473.03,255.41,345.64,115.08,95.81,79.15,133.8,84.17,137.92,76.89,106.32,116.36,136.74,106.76
2/28/2010,419.82,331.27,64.72,339.75,231.66,484.99,559.6,451.54,313.14,216.95,664.17,479.28,260.03,347.59,116.98,99.75,77.67,134.65,83.94,141.38,76.71,108.21,116.92,138.87,109.61
3/31/2010,429.14,338.08,60.44,352.95,232.91,498.81,574.39,465.39,315.29,220.08,666.71,493.63,271.08,352.6,119.11,101.54,74.15,138.89,84.03,145.06,77.47,107.29,120.19,142.75,111.58
