dates,HEDG,HEDG_CVARB,HEDG_DEDSH,HEDG_EMMKT,HEDG_EQNTR,HEDG_EVDRV,HEDG_DISTR,HEDG_MSEVD,HEDG_MRARB,HEDG_FIARB,HEDG_GLMAC,HEDG_LOSHO,HEDG_MGFUT,HEDG_MULTI,SECT,SECT_CVARB,SECT_DEDSH,SECT_EMMKT,SECT_EQNTR,SECT_EVDRV,SECT_FIARB,SECT_GLMAC,SECT_LOSHO,SECT_MGFUT,SECT_MULTI
4/30/2010,434.46,343.79,58.09,356.51,233.91,508.24,584.08,475.1,314.99,223.94,677.74,495.05,276.21,355.97,120.28,103.19,72.08,139.91,83.17,148.92,77.46,107.11,120.56,145.23,112.65
5/31/2010,422.45,335.15,61.48,341.24,226.18,492.63,569.45,458.31,310.2,222.17,673.49,474.61,265.09,348.18,116.79,101.08,76.22,131.67,81.56,142.69,77.28,107.06,115.64,143.06,110.72
6/30/2010,418.89,335.19,64.83,341.14,223.93,484.87,563.19,449.3,310.52,224.22,677.29,464.78,266.21,345.35,115.85,102.02,79.24,132.33,79.87,139.15,77.24,107.04,114.73,143.88,110.39
7/31/2010,425.54,342.62,62.55,353.15,227.68,492.44,569.38,457.84,315.51,226.92,681.7,476.53,262.23,351.1,117.65,103.68,76.22,136.92,79.07,141.72,77.42,109.04,116.85,142.01,111.19
8/31/2010,426.54,347.25,65.77,353.58,224.16,490.46,565.72,456.76,316.5,229.74,691.8,471.2,275,351.14,117.34,104.99,79.9,136.57,78.26,139.35,76.06,111.5,115.06,148.39,111.22
9/30/2010,441.18,351.09,58.35,370.46,232.36,506.16,577.45,475.17,323.82,233.3,710.64,495.2,282.62,360.93,121.31,105.73,73.77,145.97,79.41,147.13,76.69,112.59,119.88,150.49,112.72
10/31/2010,449.66,358.04,56.25,378.65,234.53,515.25,585.07,485.48,321.81,235.87,722.14,505.12,294.74,368.24,123.28,107.66,70.56,149.42,80.4,150.18,76.62,114.45,121.61,154.75,113.6
11/30/2010,448.83,358.17,54.92,377.23,228.64,516,586.99,485.66,317.18,237.62,718.41,507.43,282.63,369.35,122.01,107.5,68.48,147.52,78.61,150.29,77.31,110.58,121.2,149.44,112.71
12/31/2010,461.86,362.31,51.7,382.9,232.62,536.26,603.01,508.88,320.8,239.08,737.58,524.79,297.96,375.62,126.02,108.69,64.08,149.96,79.61,158.42,77.35,115.58,123.54,156.92,114.52
1/31/2011,465.04,370.13,51.27,381.42,236.79,545.93,614.44,517.74,323.67,243.09,731.91,526.19,295.53,383.06,126.19,110.62,64.67,148.18,80.79,160.05,78.21,112.45,124.65,154.93,116.06
2/28/2011,471.47,380.85,49.54,381.17,238.02,553.81,619.71,527.45,326.24,245.36,741.28,535.24,303.2,388.38,127.6,111.76,61.87,147.69,81.25,161.94,78.53,114.35,126.39,158.2,116.76
3/31/2011,472.05,378.54,48.66,389.26,240.66,552.38,619.08,525.51,328.18,244.6,742.41,536.76,294.82,391.46,127.9,112.01,60.74,150.45,86,160.59,78.32,115.76,126.86,153.62,117.08
4/30/2011,480.56,378.76,47.36,398.3,248.77,558.67,626.12,531.46,333.88,246.86,760.7,545.89,310.75,394.8,129.74,112.09,59.27,154.52,87.8,161.56,78.11,118.16,129.2,159.75,117.71
5/31/2011,475.96,378.84,48.4,393.9,246.21,555.28,626.17,526.26,330.37,247.39,755.94,536.73,296.95,394.62,127.78,112.01,61.14,152.01,86.74,159.11,77.98,115.12,127.46,155.01,117.32
6/30/2011,469.48,375.59,49.16,391.34,245.5,543.29,621.76,510.05,330.23,247.53,747.53,528.75,287.82,392.08,125.61,111.04,62.13,150.85,86.18,154.33,77.59,112.95,125.88,150.75,116.66
7/31/2011,472.71,375.05,50.64,397.87,245.05,539.07,620.13,504.58,327.69,248.9,766.42,526.58,299.42,394.47,125.72,110.77,63.97,154.31,85.49,151.9,77,115.1,124.6,157.22,116.57
8/31/2011,461.84,368.55,53.96,385.33,242.86,510.13,592.8,474.4,324.67,248.22,781.05,503.18,300.16,386.84,122.01,108.68,67.88,146.42,84.28,143.01,76.28,115.75,118,159.16,115.46
9/30/2011,447.06,362.04,58.52,356.55,237.48,484.31,573.38,445.23,319.39,247.76,780.51,476.91,297.81,377.67,117.88,106.92,75.35,134.28,80.61,134.71,75.73,113.27,113.49,159.17,114.94
10/31/2011,454.79,366.3,52.91,369.76,244.03,496.7,584.77,458.13,325.5,248.11,781.92,498.15,282.73,385.41,120.06,108.02,67.02,143.03,83.78,138.58,75.63,113.04,118.53,149.66,115.63
11/30/2011,451.21,364.12,52.82,359.83,244.26,491.48,577.75,453.68,324.62,249.34,781.7,490.78,283.23,381.98,118.19,107.36,68.68,135.53,82.07,136.3,75.63,111.21,116.31,150.23,115.5
12/31/2011,450.23,366.39,53.69,357.31,243.06,487.52,577.45,448.02,323.37,250.29,785.06,486.44,285.47,382.51,117.54,107.84,68.78,133.65,81,133.62,75.57,111.58,115.53,151.75,116.27
1/31/2012,460.75,375.04,49.62,370.67,243.48,501.19,591.33,461.58,326.5,253.22,794.64,505.45,288.74,391.97,120.3,110.35,63.77,142.05,82.39,137.69,76.15,112.47,119.44,153.66,117.37
2/29/2012,468.17,382.09,47.31,381.49,246.73,509.12,602.49,468.19,329.52,255.76,800.89,518.81,292.22,398.73,122.4,112.19,61.17,148.68,84.32,139.08,76.63,113.34,123.6,155.25,118.32
3/31/2012,468.4,384.21,46.67,378.82,246.35,513.13,611.41,470.28,330.12,257.65,797.48,521.41,283.56,400.51,122.32,112.51,60.77,145.52,84.69,138.61,76.84,113.43,125.22,151.08,118.27
4/30/2012,468.22,383.31,45.49,379.4,245.34,511.97,612.26,468.37,328.58,259.43,795.5,518.99,284.79,402.84,121.71,112.28,60.29,145.18,83.86,137.05,77.17,112.92,124.06,151.94,118.46
5/31/2012,461.99,380.1,49.6,365.03,237.54,505.19,604.64,461.99,323.56,260.05,797.05,495.5,291.58,398.13,119.65,111.57,65.21,135.02,80.16,135.55,77.24,111.93,118.79,155.43,118.2
6/30/2012,460.14,381.35,48.25,364.54,239.74,504.28,603.27,461.23,325.29,262.02,786.12,497.21,281.2,400.05,119.22,112,63.41,134.23,81.87,133.87,77.9,110.66,120.51,149.68,118.68
7/31/2012,466.68,384.64,48.04,368.05,238.79,508.03,608.99,464.26,323.62,266.27,802.96,499.94,294.37,405.18,120.97,112.91,64.34,135.95,82.11,134.19,78.86,114.48,120.94,156.45,120.09
8/31/2012,470.6,386.32,46,371.16,241.77,514.01,614.35,470.4,325.31,268.99,805.99,507.51,289.8,410.69,121.81,113.25,62.06,136.6,83.62,135.66,79.2,114.33,122.83,153.81,121.74
9/30/2012,475.5,387.86,44.26,379.37,243.12,522.57,625.27,478.03,326.65,272.37,810.82,515.48,285.82,413.98,122.98,113.64,60.33,142.19,84.57,137.77,79.54,114.18,124.93,151.89,122.44
10/31/2012,474.65,388.83,44.23,380.7,242.09,527.35,631.68,482.22,324.15,274.74,804.9,514.41,272.56,415.4,122.07,113.7,60.07,142.88,84.05,138.1,79.95,111.79,124.11,144.69,122.77
11/30/2012,477.7,389.69,44.04,384.88,243.04,528.91,633.32,483.71,327.55,276.05,810.7,518.16,274.15,419.56,122.28,114.04,59.49,144.58,84.61,137.16,80.05,111.93,124.76,145.67,123.42
12/31/2012,484.78,395.05,42.74,394.03,245.13,539.36,645.39,493.43,332.5,277.93,821,526.36,277.11,425.31,123.9,115.55,57.78,148.95,85.12,139.71,80.47,112.49,126.91,146.74,125.02
1/31/2013,494.8,402.98,40.51,407.63,250.02,550.95,656.28,505.21,332.4,280.87,828.24,545.01,284.52,434.11,126.21,117.68,55.25,154.39,87.29,142.65,80.89,112.8,131.88,150.36,126.03
2/28/2013,495.98,402.71,39.84,409.62,246.81,553.46,663.09,506.15,332.2,282.24,830.68,545.66,282.33,435.78,125.88,117.65,54.44,153.18,85.41,142.16,81.02,112.17,131.98,149.35,126.57
3/31/2013,501.99,405.62,39.08,411.86,246.93,565.13,677.57,516.69,333.51,283.95,838.74,553.2,287.24,438.49,127.34,118.36,53.6,152.7,84.03,145.5,81.27,113.23,133.8,151.49,127.39
4/30/2013,508.95,406.19,37.73,418.55,249.42,571.89,686.64,522.53,335.67,284.91,853.56,560.16,297.3,443.26,128.76,118.17,52.07,155.46,84.7,146.99,81.75,114.19,135.22,157.29,128.28
5/31/2013,511.08,411.46,37.16,417.71,250.41,584.9,702.95,534.2,338.34,284.94,853.12,566.83,282.49,444.9,128.8,119.73,50.98,154.83,83.88,149.28,81.17,113.24,137.13,150.93,128.38
6/30/2013,502.62,410.1,37.46,406.69,251.83,577.23,696.88,526.02,338.92,281.69,831.95,563.28,267.17,441.61,126.52,119.16,50.92,147.42,83.98,147.9,80.54,111.2,135.37,142.17,126.48
7/31/2013,507.05,409.77,35.31,406.32,256.91,585.97,706.01,534.49,342.29,282.77,834.14,574.28,264.33,446.74,127.46,118.67,47.85,147.53,85.06,150.74,80.45,110.81,138.55,140.42,127.04
8/31/2013,504.3,412.71,35.32,405.34,252.48,585.72,702.61,535.36,342.32,283.36,826.43,567.88,257,447.1,126.88,119.51,47.29,146.88,83.98,151.01,79.88,110.18,137.72,136.99,126.85
9/30/2013,510.72,413.68,33.37,410.52,254.77,594.22,712.28,543.34,345.1,284.8,833.36,582.87,256.62,453.46,128.16,119.3,45.02,149.05,84.26,152.83,79.58,110.58,142.47,136.73,127.19
10/31/2013,518.86,417.5,32.82,418.79,257.75,602.81,723.19,551.01,347.05,286.54,841.81,597.7,264.21,461.5,129.41,120.19,44.28,152.47,84.18,153.91,79.54,111.62,143.81,141.44,127.97
11/30/2013,525.65,416.65,32.33,423.33,264.42,612.92,734.37,560.62,347.41,287.96,850.48,608.75,269.74,465.48,130.95,119.64,43.33,154.69,83.96,157.47,79.57,112.09,146.13,144.34,128.97
12/31/2013,531.93,418.88,32.08,428.76,267.85,622.78,748.63,568.84,348.76,288.48,856.49,619.71,270.02,473.09,132.2,119.66,42.76,154.86,85.05,159.87,79.54,112.95,149.75,143.04,129.85
1/31/2014,530.41,427.65,31.73,419.01,268.07,624.57,751.63,570.18,350.48,291.36,847.46,619.23,260.78,476.9,131.22,122.87,42.83,151.14,85.15,161.38,79.66,110.96,147.18,137.3,130.51
2/28/2014,539.51,428.25,30.57,426.53,268.76,641.72,766.97,587.74,353.73,293.27,853.29,637.07,263.22,483.61,133.04,121.91,41.1,153.22,86.11,167.1,80,109.98,151.1,139.09,131.76
3/31/2014,536.9,429.2,30.74,420.1,267.18,640.82,771.6,584.93,351.31,294.47,851.21,629.51,258.43,482.34,131.75,122.36,41.59,152.57,85.27,165.11,80.02,109.04,147.39,136.68,132
4/30/2014,535.79,430.6,31.9,417.66,265.3,641,774.48,584.13,353.23,295.76,851.31,623.04,259.52,480.28,131.44,122.63,43.38,154.2,84.7,165,79.96,109.19,144.68,137.81,131.53
5/31/2014,541.85,428.37,31.55,423.3,264.58,647.84,785.72,589.36,355.22,297.1,860.02,632.42,267.54,484.57,132.62,121.58,42.84,156.78,83.97,165.86,79.94,110.12,146.7,142.51,132.54
6/30/2014,547.04,428.58,30.03,428.12,266.44,658.59,796.8,599.8,359.72,298.28,864.56,638.79,271.65,486.75,133.77,121.35,40.52,157.28,84.08,169.21,79.98,111.5,147.08,144.78,132.22
7/31/2014,545.35,428.83,30.63,430.06,264.57,654.68,795.28,595.21,354.68,299.16,864.47,632.62,268.86,487.4,133.28,121.55,41.75,160.9,82.95,166.34,79.92,111.99,146.14,143.49,132.08
8/31/2014,550.14,427.61,29.67,431.41,264.53,655.47,791.45,597.49,355.46,299.7,874.28,640.81,282.36,491.45,134.01,121.05,40.19,163.77,82.44,166.42,80.24,111.91,146.72,150.87,132.61
9/30/2014,550.08,424.66,31.06,432.03,263.78,646.51,785.88,587.63,350.15,300.96,879.02,639.67,287.23,496.28,133.52,120.55,42.55,164.24,81.5,161.86,80.39,112.32,145.97,153.27,134.17
10/31/2014,545.68,417.04,29.82,427.2,264.98,632.53,770.44,574.44,341.92,300.67,870.97,639.71,292.43,493.85,131.44,118.51,40.61,164.58,82.04,155.44,80.65,109.52,144.2,157.2,133.68
11/30/2014,553.85,416.64,30.01,434.5,266.49,636.04,771.52,578.65,343.87,301.29,885.36,651.78,314.37,499.86,133.32,118.29,41.18,167.63,82.96,156.78,80.65,110.47,146.45,169.33,135.56
12/31/2014,553.92,411.86,30.28,435.31,264.66,632.57,767.72,575.33,344.15,301.09,883.12,654.08,319.61,501.9,133.57,116.88,41.48,168.23,82.81,155.83,80.5,111.37,146.42,174.04,135.67
1/31/2015,558.39,410.99,30.85,438.18,263.69,626.22,759.68,569.65,341.24,298.66,906.87,655.94,338.86,507.86,134.18,116.56,42.52,170.29,82.4,153.77,80.52,112.63,145.91,185.76,136.71
2/28/2015,564.29,414.91,29.08,437.99,258.67,640.28,769,584.87,346.35,300.88,910.69,668.97,334.95,511.51,135.43,117.4,39.94,170.55,82,157.39,80.71,111.85,149.06,184.34,138.36
3/31/2015,567.67,413.77,28.99,441.25,258.13,642.61,769.71,587.67,346.49,300.65,922.56,666.13,342.99,516.89,136.01,116.88,39.77,172.85,82.05,157.96,80.25,111.86,149.57,188.85,139.2
4/30/2015,567.79,425.07,27.87,456.09,257,648.07,774.06,593.29,349.28,302.54,915.65,666.03,328.28,516.94,135.62,120.29,38.73,181.32,83.17,158.28,79.96,109.43,150.06,180.49,138.9
5/31/2015,572.48,427.29,27.64,457.79,259.57,653.55,776.43,599.47,352.99,303.99,922.18,680.34,325.51,520.31,136.39,120.69,38.13,181.35,83.41,159.75,79.99,110.59,151.56,177.73,139.13
6/30/2015,564.96,424.08,27.59,447.5,263.59,645.47,766.99,591.96,352.39,303.35,905.97,677.2,306.6,518.15,133.38,119.5,37.77,174.49,84.51,156.22,79.34,107.96,147.93,166.44,137.65
7/31/2015,569.89,419.68,28.66,438.51,265.06,646.64,761.35,595.08,349.72,304.26,917.43,687.49,319.88,523.33,134.64,118.29,39.2,174.2,85.48,155.59,79.99,109.73,149.95,173.94,139.48
8/31/2015,558.56,418.69,30.91,425.95,267.58,628.47,750.36,575.3,347.36,304.15,893.28,674.34,311.06,520.78,131.41,118.12,42.18,167.8,86.83,150.79,79.53,106.96,144.56,168.21,138.47
9/30/2015,550.69,417.63,32.39,422.56,269.24,606.85,740.05,551,342.81,302.78,879.28,666.78,319.99,518.55,130.07,117.88,44.16,167.78,87.93,146.46,79.54,106.05,142.16,172.54,138.33
10/31/2015,553.59,421.55,30.58,434.2,267.65,607.71,737.82,552.71,342.79,302.18,890.63,678.23,312.06,518.91,131.11,118.97,42.07,171.41,87.2,147.33,79.6,107.01,146.27,168.66,138.94
11/30/2015,554.72,418.46,29.58,434.87,264.89,600.59,732.25,545.34,341.11,302.41,903.19,677.4,323.71,520.09,130.7,118.04,40.69,168.83,86.12,144.87,79.97,107.07,146.05,175.08,138.69
12/31/2015,550.01,415.19,31,434.36,269.13,592.8,727.06,536.96,345.58,302.86,884.69,677.33,316.63,521.17,129.58,116.66,42.25,168.91,87.93,143.76,80.39,104.76,145.43,170.65,138.39
1/31/2016,542.25,407.03,33.94,419.39,265.97,574.75,717.18,516.96,347.62,300.57,879.69,658.51,329.36,518.66,127.5,114.89,46.57,161.35,87.84,139.12,80.74,104.15,138.22,180.18,138.35
2/29/2016,536.37,406.65,32.9,415.74,264.03,564.33,708.88,506.13,348.35,297.42,866.04,646.94,340.01,514.31,126.02,114.76,45.4,158.79,86.24,136.87,81.06,101.73,135.93,185.25,137.14
3/31/2016,537.9,413.57,30.72,429.01,268.15,566,712.9,507.01,352.92,299.17,864.94,651.28,330.39,518.13,125.05,115.91,42.49,162.51,86.7,135.48,80.11,101.71,136.72,177.1,134.41
4/30/2016,539.72,419.71,29.39,434.22,265.82,575.46,724.47,515.74,352.1,303.41,867.1,646.7,320.33,520.21,124.45,117.32,40.97,162.04,86.73,136.13,80.78,101.45,137.15,170.87,133.89
5/31/2016,541.65,422.15,29.2,433.29,266.38,581.3,730.29,521.46,353.8,303.76,865.14,655.63,310.09,525.09,124.72,117.67,40.98,161.04,86.49,138.61,80.26,100.86,139.15,165.61,135.84
6/30/2016,541.1,424.51,28.78,436.62,259.65,578.12,726.78,518.39,354.96,302.23,871.07,643.37,323.07,524.54,125.33,118.28,40.55,162.61,85.85,137.55,79.68,103.47,135.92,172.32,135.96
7/31/2016,547.3,430.8,26.46,444.43,261.89,586.93,734.54,527.31,356.95,305.48,873.61,651.73,328.26,530.14,127.21,119.91,38.38,166.02,86.57,139.83,80.66,104.38,139.72,175.01,137.01
8/31/2016,549.85,436.21,25.58,452.41,262.16,594.73,741.83,535.04,360.77,307.8,875.16,654.59,318.12,534.77,127.37,121.34,36.98,169.87,86.42,140.99,80.99,104.14,141.32,169.34,138.12
9/30/2016,550.53,440.76,25.31,454.97,263.79,595.24,746.79,534.24,363.14,310.11,876.13,655.45,312.64,537.92,127.54,122.68,36.5,170.64,87.29,141.86,81.53,104.57,142.08,165.77,138.62
10/31/2016,549.55,441.07,26.32,456.74,263.07,594.75,755.21,531.25,361.05,311.41,889.4,649.37,299.59,538.48,126.69,122.63,38.46,171.85,86.89,141.81,81.35,104.87,141.83,159.27,138.56
11/30/2016,551.55,440.89,25.68,454.54,258.1,601.31,763.29,537.24,363.77,312.98,906.56,648.54,294.38,535.69,125.93,122.27,37.42,170.47,85.38,143.61,81.21,102.55,142.17,156.47,137.99
12/31/2016,556.86,442.6,25.77,453.76,256.8,608.7,773.48,543.69,365.95,315.84,916.34,654.11,294.97,544.16,126.93,122.58,37.42,168.48,85.14,144.88,81.83,104.94,142.49,155.69,140.59
1/31/2017,560.76,448.42,25,463.45,261.97,616.89,783.04,551.43,365.87,318.88,913.8,661.45,290.69,548.54,127.55,123.83,36.75,171.86,86.4,146.92,82.99,104.64,145.81,152.62,140.59
2/28/2017,566.18,453.49,#N/A N/A,468.13,259.04,623.49,790.31,557.65,369.47,321.18,916.83,670.45,297.64,553.63,129.26,125.2,35.21,173.9,85.55,148.64,83.24,106.91,147.26,156.26,142.03
3/31/2017,568.41,452.55,#N/A N/A,473.13,262.28,624.89,790.7,559.37,370.36,323.16,918.57,676.73,291.96,559.17,129.29,124.9,35,176.28,86.76,147.41,83.36,107.76,148.54,153.19,142.66
4/30/2017,570.86,453.88,#N/A N/A,478.29,262.72,628.51,798.74,561.3,374.28,324.35,913.12,686.77,290.37,563.79,129.73,125.18,#N/A N/A,177.52,88.5,148.95,84,107.98,149.61,151.64,143.52
5/31/2017,575.53,454.27,#N/A N/A,482.2,261.98,634.57,803.18,567.83,378.49,327.21,908.65,698.78,291.63,572.25,130.83,125.04,#N/A N/A,179.26,89.11,149.04,85.02,109.2,151.92,151.76,144.91
6/30/2017,572.72,453.48,#N/A N/A,485.74,263.23,631.7,803.64,563.64,380.47,328.39,902.27,697.44,282.04,571.99,130.11,124.49,#N/A N/A,180.14,90.01,150.11,85.32,108.48,152.09,146.1,145.65
7/31/2017,580.54,459.02,#N/A N/A,495.97,272.37,639.54,809.08,572.07,386.94,331.24,914.36,710.67,285.67,576.38,132.09,125.6,#N/A N/A,183.84,92,151.89,86.38,111.78,155.62,147.47,145.29
8/31/2017,583.95,457.72,#N/A N/A,504.6,275,635.02,810.54,565.58,384.91,333.05,917.61,716.56,293.58,580.65,133.4,125.73,#N/A N/A,186.31,92.46,150.83,86.97,113.24,156.7,151.36,145.84
9/30/2017,583.06,460.76,#N/A N/A,512.83,274.77,637.45,816.15,566.91,386.8,329.1,918.74,718.31,285.77,579.87,132.39,126.01,#N/A N/A,187.27,91.67,150.67,85.13,112.62,157.36,147.2,145.08
10/31/2017,590.53,462.66,#N/A N/A,522.12,273.15,638.97,820.48,567.54,386.86,331.81,926.04,733.03,300.04,583.42,135.04,126.9,#N/A N/A,190.74,91.99,151.1,85.19,115.55,159.77,154.74,146.01
11/30/2017,591.12,460.22,#N/A N/A,524.64,271.95,637.24,817.35,566.41,384.88,333.41,926.78,735.7,299.76,584.12,135.1,125.77,#N/A N/A,190.8,92.06,150.51,85.97,116.63,159.52,154.35,145.19
12/31/2017,596.49,464.78,#N/A N/A,530.32,278.49,647.07,829.74,575.52,387.16,336.43,935.98,741.83,304.68,581.3,136.81,126.89,#N/A N/A,193.42,92.67,154.23,86.18,119.09,161.42,156.99,144.78
1/31/2018,612.67,473.24,#N/A N/A,549.23,284.24,657.47,841.16,585.5,391.43,339.35,965.26,764.92,318.88,598.09,141.82,129.16,#N/A N/A,201.15,94.61,155.79,87.49,125.82,167.37,166.05,146.65
2/28/2018,599.66,468.82,#N/A N/A,541.83,279.6,648.88,836.3,576.15,386.28,340.69,946.05,750.19,294.97,585.22,136.51,129.45,#N/A N/A,195.51,93.41,154.94,86.79,118.96,165.3,151,143.76
3/31/2018,599.28,468.67,#N/A N/A,536.68,280.53,645.46,832.7,572.86,384.91,342.33,941.31,749.31,294.18,590.93,135.9,128.48,#N/A N/A,194.04,94.66,153.43,87.1,118.5,163.42,150.17,143.71
4/30/2018,599.59,469.5,#N/A N/A,533.17,282.06,648.01,833.14,576.1,383.4,343.56,942.41,751.31,292.41,589.13,135.8,128.87,#N/A N/A,193.5,93.9,154.01,86.94,117.39,163.73,150.58,144.14
5/31/2018,601.24,466.85,#N/A N/A,534.08,279.03,651.39,831.74,580.72,384.47,340.83,956.94,754.15,289.19,591.27,135.81,127.34,#N/A N/A,195.16,93.81,155.48,86.05,117.03,165.28,148.19,145.1
6/30/2018,599.86,465.07,#N/A N/A,513.39,278.73,655.61,836.97,584.45,387.99,341.4,953.28,746.7,293.32,591.76,135.18,126.4,#N/A N/A,188.53,93.25,156.61,85.73,115.55,162.99,148.62,146.56
7/31/2018,602.02,466.97,#N/A N/A,514.14,278.72,659.69,844.56,587.7,386.54,342.84,955.08,757.37,290.02,589.75,134.67,126.57,#N/A N/A,187.76,92.65,157.14,85.99,115.25,163.37,145.99,146.03
8/31/2018,602.77,465.28,#N/A N/A,499.19,279.1,660.81,844.79,588.89,389.29,343.86,948.13,757.74,297.28,593.9,134.86,126.39,#N/A N/A,180.09,93.47,157.88,85.91,113.36,162.87,151.54,146.36
9/30/2018,603.39,469.33,#N/A N/A,492.42,278.07,662.36,843.55,591.13,391.17,344.59,951.45,758.17,295.17,597.53,135.01,126.79,#N/A N/A,180.22,93.1,158.27,86.09,114.49,162.86,149.81,147.01
10/31/2018,587.87,462.86,#N/A N/A,479.85,272.25,644.34,835.86,570.17,385.34,343.77,938.28,724.21,284.91,586.19,129.63,125.09,#N/A N/A,172.51,89.66,155.97,85.27,104.2,155.48,144.14,145.65
11/30/2018,584.42,462.3,#N/A N/A,482.68,260.55,641.71,833.09,567.33,387.65,341.77,932.11,725.46,282.09,578.39,128.46,124.5,#N/A N/A,175.33,86.02,154.32,84.91,102.54,153.84,143.31,144.75
12/31/2018,577.46,454.26,#N/A N/A,476.42,264.56,621.54,816.56,545.65,387.83,340.13,934.94,707.58,284.36,575.19,127.78,122.88,#N/A N/A,173.43,88.03,149.36,84.73,101.71,150.9,145.96,145.14
1/31/2019,587.68,467.28,#N/A N/A,494.2,268.28,637.21,826.48,562.84,393.38,343.83,944.84,732.59,279.12,580.78,130.51,125.88,#N/A N/A,181.58,90.06,152.39,85.67,106.65,156.73,143.12,146.36
2/28/2019,594.02,470.06,#N/A N/A,513.21,268.87,647.51,834.77,573.9,394.34,346.42,944.92,743.19,280.66,585.41,131.38,127.11,#N/A N/A,186.81,89.33,152.65,86.02,106.7,159.02,145.15,146.16
3/31/2019,600.5,471.45,#N/A N/A,515.54,271.29,652.35,834.15,580.37,395.24,347.59,959.35,745.42,293.49,592.53,134.27,127.04,#N/A N/A,189.11,89.74,152.95,85.73,112.4,159.46,153.5,147.37
4/30/2019,608.66,476.66,#N/A N/A,516.64,264.79,664.65,852.2,591.16,397.15,348.81,972.77,759.11,301.35,598.72,135.63,128.19,#N/A N/A,190.61,87.59,153.85,86.03,113.81,162.05,158.77,146.98
